,ticker,company_name,offer_price,price_range_higher_bound,price_range_lower_bound,first_day_trading_price,days,top_tier_dummy,positive_eps_dummy,prior_nasdaq_15day_returns,share_overhang,up_revision,sales,number_of_sentences,number_of_words,number_of_real_words,number_of_long_sentences,number_of_long_words,number_of_positive_words,number_of_negative_words,number_of_uncertain_words,pre_IPO_price_revision,post_IPO_initial_return
17,AIMC,Altra Industrial Motion Corp. ,0.43749999999999994,0.5625000000000001,0.5625000000000001,0.39782852701277266,0.27685950413223137,1.0,0.5354330708661417,0.3806718162453798,0.4316429364366251,0.6065691047217766,0.6657846981718317,0.3653032440056418,0.45513955645501303,0.43430408985914215,0.3604887983706721,0.4685802948021722,0.5214285714285715,0.640884544503012,0.43319838056680166,1,1
18,AIRV,AIRVANA INC,0.16666666666666663,0.18750000000000006,0.1875,0.1996102572881751,0.3388429752066115,1.0,0.7401574803149606,0.6500136453672178,0.809440078276767,0.536572522048436,0.5077866581897273,0.5585331452750353,0.5476431402310481,0.5630236876670139,0.515274949083503,0.4065166795965865,0.39285714285714285,0.3778453188803812,0.368421052631579,1,1
19,ALGT,Allegiant Travel CO ,0.625,0.6250000000000001,0.625,0.6987751019199648,0.8140495867768595,1.0,0.6318897637795275,0.34086466058729126,0.372977257808643,0.3761026221243823,0.4637236476315847,0.535966149506347,0.4704022261573488,0.4614792336609448,0.40122199592668023,0.33359193173002333,0.37857142857142856,0.3933183907987542,0.26315789473684215,0,1
20,ALIM,ALIMERA SCIENCES INC ,0.3333333333333333,0.6250000000000001,0.625,0.3062360957888375,0.6776859504132231,1.0,0.22637795275590555,0.7026495474022931,0.5296714993900533,0.45653085151432876,0.7453712547075549,0.4809590973201693,0.5596593304663124,0.5661488292042212,0.46028513238289204,0.5965865011636928,0.47857142857142854,0.648649361464387,0.6315789473684211,1,0
21,ALJ,"Alon USA Energy, Inc. ",0.5416666666666666,0.5625000000000001,0.5625000000000001,0.4802338774870406,0.28099173553719003,1.0,0.639763779527559,0.7574423208259257,0.6686343329825102,0.6143987681186559,0.7453712547075549,0.6473906911142455,0.5813306349607892,0.5624348928846415,0.5763747454175152,0.5244375484871994,0.41428571428571426,0.3673574033104573,0.2510121457489879,0,1
22,ALLI,ALLION HEALTHCARE INC,0.41666666666666663,0.4375000000000001,0.43750000000000006,0.4593541436832562,0.23966942148760323,1.0,0.3385826771653543,0.4359882228301017,0.24437944165422593,0.3173624065486782,0.35612694634972836,0.2073342736248237,0.25474323298760426,0.26672403641469267,0.16089613034623218,0.23972071373157489,0.21428571428571425,0.46656579931907977,0.28744939271255066,0,1
23,ALNY,"ALNYLAM PHARMACEUTICALS, INC.",0.12499999999999994,0.06250000000000006,0.0625,0.16731627325298132,0.33471074380165283,1.0,0.3602362204724409,0.643752010068883,0.37664131254098243,0.3761026221243823,0.013934240921403107,0.16361071932299015,0.25322539843157094,0.2707097241722904,0.16293279022403256,0.2986811481768813,0.4214285714285714,0.1599447797001795,0.2995951417004049,1,1
24,ALTU,Altus Pharmaceuticals Inc. ,0.49999999999999994,0.5625000000000001,0.5625000000000001,0.46826283010620423,0.37603305785123964,1.0,0.23425196850393704,0.4091975150405349,0.40230939845129504,0.47804312073093674,0.11414414122727246,0.1847672778561354,0.3404165612614891,0.3470718782553558,0.23217922606924643,0.36772692009309543,0.45714285714285713,0.24081930019649161,0.27125506072874495,0,1
25,ALXA,Alexza Pharmaceuticals Inc. ,0.2083333333333333,0.3125000000000001,0.3125,0.5854677549740809,0.27272727272727265,1.0,0.3602362204724409,0.3953899518857923,0.4255896132567281,0.4032596362331403,0.08788735135281728,0.17912552891396338,0.30790960451977395,0.318537977263463,0.17515274949083504,0.352211016291699,0.26428571428571423,0.42830360651770505,0.37651821862348184,1,1
26,AMBA,AMBARELLA INC ,0.12499999999999994,0.2500000000000001,0.25,0.16870824754158043,0.5898760330578512,1.0,0.5826771653543307,0.18840316989807449,0.4686420460938991,0.42920783628374315,0.4102618625102751,0.5176304654442878,0.5484020575090648,0.5697721817111282,0.5437881873727087,0.6035686578743212,0.6571428571428571,0.4428546674717987,0.854251012145749,1,1
27,AMIS,AMIS HOLDINGS INC,0.7083333333333333,0.8125000000000002,0.8125000000000001,0.5595768765614023,0.12396694214876025,1.0,0.4271653543307086,0.5809272392361593,0.8660560362474812,0.6847976831578475,0.6538128549546335,0.5571227080394923,0.6104646260224301,0.0,0.5376782077393075,0.6283941039565555,0.3357142857142857,0.8102954990860625,0.5708502024291499,0,1
28,AMRC,"Ameresco, Inc.",0.29166666666666663,0.5625000000000001,0.5625000000000001,0.2831291925033112,0.4256198347107437,1.0,0.6062992125984251,0.6425949134902335,0.6252697338710138,0.5535089870994896,0.7056931197176808,0.7179125528913963,0.7571043089636562,0.7471352869242266,0.745417515274949,0.6974398758727696,0.9,0.7518903097676767,0.6396761133603239,1,1
29,ANAC,"Anacor Pharmaceuticals, Inc.",0.08333333333333331,0.6875000000000001,0.6875000000000001,0.14170379766300928,0.268595041322314,1.0,0.3248031496062992,0.32054595458108087,0.4774590758077447,0.6816712188186725,0.2212193421172889,0.382228490832158,0.4878994856227337,0.4999320621404955,0.42973523421588594,0.4864235841737781,0.7428571428571429,0.5076922345350594,0.5506072874493928,1,1
30,ANFI,Amira Nature Foods Ltd. ,0.29166666666666663,0.5000000000000001,0.5000000000000001,0.2667037976630092,0.13223140495867763,1.0,0.5511811023622046,0.18840316989807449,0.578933295171255,0.5661899527403523,0.5886452014333904,0.6290550070521862,0.6925541782612361,0.6873499705602609,0.6272912423625254,0.6873545384018619,0.5857142857142857,0.43803227138074863,0.5789473684210527,1,0
31,ANGI,"Angie's List, Inc. ",0.41666666666666663,0.3750000000000001,0.375,0.4526726352380333,0.3057851239669421,1.0,0.4114173228346456,0.2049481440458355,0.7530012316590077,0.5575725833650983,0.34435785174376154,0.534555712270804,0.6641369424066109,0.6287875356673762,0.5661914460285132,0.6027928626842514,0.5142857142857142,0.4941928039326252,0.3400809716599191,0,1
32,ANGO,ANGIODYNAMICS INC,0.3333333333333333,0.4375000000000001,0.43750000000000006,0.34799556339640625,0.3016528925619834,0.0,0.5334645669291338,0.5494106389328474,0.22823593958036953,0.1671760726175841,0.2928999567130014,0.2778561354019746,0.27940804452314694,0.2851578422935821,0.21384928716904278,0.2986811481768813,0.34285714285714286,0.21503724222057058,0.2753036437246964,1,1
33,AONE,"B456 SYSTEMS, INC. ",0.43749999999999994,0.1562500000000001,0.1875,0.5648663985050466,0.5898760330578512,1.0,0.3602362204724409,0.9513140409818359,0.7039824978515662,0.6847976831578475,0.3640119498309374,0.5698166431593794,0.5416561261489163,0.5586303727523891,0.4765784114052953,0.5810705973622964,0.47857142857142854,0.6977869786039329,0.680161943319838,0,1
34,AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd,0.625,0.8125000000000002,0.6875000000000001,0.4927617390092761,0.07851239669421484,1.0,0.5039370078740157,0.5227404482828031,0.4178077025381088,0.3808663938366801,0.523270767132837,0.3610719322990127,0.49173623408381817,0.5020607817383034,0.4154786150712831,0.525989138867339,0.40714285714285714,0.5682129645066252,0.5425101214574899,0,0
35,APEI,AMERICAN PUBLIC EDUCATION INC,0.7083333333333333,0.7500000000000001,0.8125000000000001,1.0,0.3471074380165289,1.0,0.5374015748031495,0.34279774433778176,0.340875344973504,0.358434754573669,0.2975099840648812,0.37799717912552894,0.40509317817691204,0.4127904343493818,0.3319755600814664,0.4235841737781226,0.34285714285714286,0.34594136976345546,0.2914979757085021,0,1
36,APKT,ACME PACKET INC,0.2708333333333333,0.031250000000000056,0.09375,0.44292874884295286,0.5082644628099173,1.0,0.5078740157480315,0.7726411922291405,0.7613874609685951,0.662587552639351,0.28604712708197033,0.5853314527503526,0.5987435702841724,0.6077267992209792,0.560081466395112,0.6532195500387898,0.43571428571428567,0.6977869786039329,0.6072874493927126,0,1
37,ARAY,ACCURAY INC CIK,0.625,0.6875000000000001,0.75,0.7925946760756878,0.3181818181818181,1.0,0.38188976377952755,0.5214430880255103,0.7267961831567642,0.8150174989320266,0.33048021780352643,0.47813822284908325,0.5155156421283413,0.5189999547080937,0.4847250509164969,0.4670287044220326,0.4714285714285714,0.42830360651770505,0.31174089068825916,0,1
38,ARBX,ARBINET Corp,0.6041666666666666,0.5625000000000001,0.5625000000000001,0.5854677549740809,0.6198347107438016,1.0,0.7834645669291338,0.6502389540258073,0.44632085506014935,0.4558209566384115,0.7554658092210277,0.2679830747531735,0.30403069398768867,0.31097422890529464,0.23625254582484725,0.26609775019394877,0.2571428571428571,0.29535977603067454,0.40080971659919035,0,1
39,ARCL,"Archipelago Learning, Inc.",0.5625,0.6250000000000001,0.625,0.5225501507400225,0.28099173553719003,1.0,0.515748031496063,0.7758883688612598,0.458402246557443,0.4417761796445153,0.2733054996247418,0.5684062059238364,0.6984990302723669,0.6755287830064768,0.5641547861507128,0.7199379363847944,0.5642857142857143,0.4233963509239052,0.5303643724696356,0,1
40,ARCO,Arcos Dorados Holdings Inc. ,0.5833333333333333,0.5000000000000001,0.5000000000000001,0.590200475520305,0.04132231404958675,1.0,0.608267716535433,0.4492471759795868,0.7039824978515662,0.6847976831578475,0.7453712547075549,0.6205923836389281,0.7094190066616072,0.6899769011277685,0.7331975560081466,0.7121799844840963,0.6071428571428571,0.6791518611240502,0.40080971659919035,0,1
41,AREX,Approach Resources Inc,0.37499999999999994,0.5625000000000001,0.5625000000000001,0.3505011357008533,0.4504132231404958,1.0,0.7204724409448819,0.2952504911200781,0.3819313892347177,0.5086796067920246,0.315270733986863,0.2736248236953456,0.31136689434185005,0.3164545495719915,0.2545824847250509,0.2839410395655547,0.2214285714285714,0.34049104050479195,0.2753036437246964,1,1
42,ARII,"American Railcar Industries, Inc. ",0.75,0.6875000000000001,0.6875000000000001,0.6390590504971654,0.11570247933884292,1.0,0.5255905511811023,0.6027322809263108,0.38651362972249187,0.5451580401433544,0.7981994343510537,0.7404795486600846,0.7677291508558899,0.7791113727976811,0.7494908350305498,0.7168347556245152,0.8,0.6706605863491094,0.9554655870445344,0,1
43,ARP,"ARC DOCUMENT SOLUTIONS, INC.",0.41666666666666663,0.5625000000000001,0.5625000000000001,0.38279511973604685,0.42148760330578505,1.0,0.8600204773164969,0.3800345947867184,0.6483181735234573,0.7288647385860548,0.7453712547075549,0.5289139633286319,0.503457289822076,0.5094433624711264,0.4460285132382892,0.5446082234290147,0.5714285714285714,0.6640095654733518,0.4696356275303644,1,1
44,ARST,ArcSight Inc ,0.24999999999999997,0.2500000000000001,0.25,0.24443207629564842,0.6033057851239669,1.0,0.5059055118110236,0.4150635679038415,0.5284388855142856,0.47151766134522904,0.36657656252662363,0.5853314527503526,0.7097563032296146,0.6583631505050047,0.5906313645621181,0.6679596586501164,0.40714285714285714,0.7233585167143425,0.680161943319838,1,0
45,ARTE,ARTES MEDICAL INC,0.12499999999999994,0.4375000000000001,0.43750000000000006,0.21353007770003488,0.8760330578512395,1.0,0.22834645669291342,0.389884304687034,0.3165896851850371,0.35338294563199224,0.7453712547075549,0.20874471086036672,0.3275571296062062,0.3323067167897097,0.219959266802444,0.39953452288595814,0.2714285714285714,0.38819430325627136,0.3238866396761134,1,1
46,ARUN,"ARUBA NETWORKS, INC.",0.3333333333333333,0.18750000000000006,0.1875,0.3939309671447508,0.3801652892561983,1.0,0.47637795275590544,0.5968221970881817,0.8866944894568037,0.5234978951978967,0.37171391582419233,0.38787023977433005,0.5000421620710008,0.5131572987907062,0.4276985743380855,0.47633824670287045,0.36428571428571427,0.4184597975008953,0.28744939271255066,0,1
47,ASPV,Aspreva Pharmaceuticals CORP,0.3333333333333333,0.5000000000000001,0.5000000000000001,0.4117483506106278,0.11983471074380159,1.0,0.3110236220472441,0.4370706036953251,0.5504809942708182,0.4873816837161927,0.7453712547075549,0.1283497884344147,0.19192174719622224,0.21287195978078716,0.06924643584521384,0.2273079906904577,0.21428571428571425,0.29535977603067454,0.2024291497975709,1,1
48,ATEC,"Alphatec Holdings, Inc. ",0.24999999999999997,0.3125000000000001,0.375,0.2500000000000001,0.43801652892561976,1.0,0.3602362204724409,0.2798651626315812,0.5696198688757768,0.5785293446949256,0.3745486599601756,0.590620592383639,0.6203410911543974,0.6228316499841479,0.5779022403258656,0.6171450737005431,0.6125,0.6706605863491094,0.5951417004048584,1,0
49,ATHN,ATHENAHEALTH INC,0.625,0.5625000000000001,0.5625000000000001,0.9883074000457938,0.33057851239669417,1.0,0.4507874015748031,0.6366816861903648,0.5357818121724106,0.4436058052865528,0.3779105010598746,0.4527503526093089,0.4705708744413525,0.4730739616830472,0.42973523421588594,0.48952676493405745,0.2928571428571428,0.3778453188803812,0.4412955465587045,0,1
50,ATRC,"AtriCure, Inc.",0.37499999999999994,0.4375000000000001,0.43750000000000006,0.3919822004857169,0.4008264462809917,1.0,0.3523622047244094,0.5167754862935975,0.24451886049325677,0.3173624065486782,0.2236129876107084,0.16361071932299015,0.2573151193186609,0.2688527560125006,0.16904276985743383,0.31885182311869664,0.3714285714285714,0.2594981902078897,0.5465587044534413,1,1
51,AUXL,AUXILIUM PHARMACEUTICALS INC ,0.18749999999999997,0.12500000000000006,0.1875,0.20044543920633917,0.34297520661157016,1.0,0.3602362204724409,0.04596326117130872,0.3962460712642454,0.4032596362331403,0.16320182903933445,0.22566995768688294,0.24508811872839187,0.26165134290502284,0.164969450101833,0.287044220325834,0.24999999999999997,0.16712231411598338,0.31174089068825916,1,0
52,AVAV,AeroVironment Inc ,0.5833333333333333,0.5625000000000001,0.5625000000000001,0.666202715062066,0.4421487603305784,1.0,0.6299212598425197,0.43730427479199974,0.35897213027679786,0.46378144800650295,0.47229471063273487,0.2764456981664316,0.377139725103297,0.36967253951718826,0.2830957230142566,0.295577967416602,0.42857142857142855,0.2895117340276277,0.222672064777328,0,1
53,AVEO,AVEO PHARMACEUTICALS INC,0.24999999999999997,0.5000000000000001,0.5000000000000001,0.2502784028227062,0.31404958677685946,1.0,0.21456692913385828,0.7306919949874917,0.5136946248809524,0.5661899527403523,0.2306341091337205,0.44710860366713684,0.6082721983303819,0.6113048598215499,0.49287169042769857,0.6361520558572538,0.7142857142857143,0.48964765188582415,0.6599190283400811,1,0
54,AVGO,Broadcom Ltd ,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.45044546575629413,0.5898760330578512,1.0,0.5767716535433071,0.7906113591594605,0.7039824978515662,0.6847976831578475,0.7453712547075549,0.998589562764457,0.9098574922000168,0.8841885954979845,0.7983706720977597,0.6171450737005431,0.9214285714285715,0.6706605863491094,0.5951417004048584,0,1
55,AVNC,"MiddleBrook Pharmaceuticals, Inc.",0.29166666666666663,0.4375000000000001,0.43750000000000006,0.278396450717125,0.27685950413223137,1.0,0.3602362204724409,0.9811228101634031,0.4271616207177793,0.42920783628374315,0.7453712547075549,0.1904090267983075,0.26772915085589,0.2813080302549934,0.1710794297352342,0.34988363072148954,0.2571428571428571,0.24081930019649161,0.23886639676113366,1,0
56,AVR,AVENTINE RENEWABLE ENERGY HOLDINGS INC,0.5833333333333333,0.6250000000000001,0.625,0.5854677549740809,0.33057851239669417,1.0,0.6259842519685038,0.329066642267482,0.5736008475741777,0.5686100248558114,0.9278237957506201,0.48519040902679833,0.537229108693819,0.5343539109561122,0.4725050916496945,0.35686578743211794,0.7357142857142858,0.3778453188803812,0.5222672064777328,0,0
57,AVRX,AVALON PHARMACEUTICALS INC,0.3125,0.3125000000000001,0.3125,0.2641982253585624,0.5743801652892562,0.0,0.18700787401574803,0.265944899940833,0.1616357654803089,0.23234111827663484,0.0811554399854238,0.19464033850493656,0.24593136014841044,0.26178721862403187,0.15478615071283097,0.2769588828549263,0.45714285714285713,0.1526746204431122,0.18623481781376522,1,0
58,AWAY,HOMEAWAY INC,1.0,0.6250000000000001,0.625,0.5854677549740809,0.4132231404958677,1.0,0.5492125984251968,0.5405749127839832,0.9152137455909521,0.04226543734895083,0.5052083125851781,0.913963328631876,0.6203410911543974,1.0,0.9979633401221997,0.9107835531419706,0.8928571428571428,0.7269643738475049,0.5951417004048584,0,1
59,AWK,"American Water Works Company, Inc.",0.75,0.6250000000000001,0.625,0.5734966990972585,0.9421487603305784,1.0,0.08661417322834641,0.44696314872651066,0.7039824978515662,0.6847976831578475,0.7453712547075549,0.918194640338505,0.8969558984737329,0.9109561121427601,0.8716904276985743,0.9449185415050427,0.9928571428571429,0.6706605863491094,0.8987854251012146,1,0
60,AYR,Aircastle LTD ,0.8333333333333333,1.0,1.0000000000000002,0.7405345695275336,0.23553719008264457,1.0,0.5039370078740157,0.49943074255798986,0.7097123806443126,0.5699502192459687,0.27625661673519974,0.5853314527503526,0.5463782781010202,0.5547805607138004,0.5315682281059063,0.5546935608999224,0.46428571428571425,0.4233963509239052,0.6032388663967612,0,1
61,BAGL,EINSTEIN NOAH RESTAURANT GROUP INC,0.625,0.8750000000000002,0.8750000000000001,0.5075167296573189,0.20247933884297514,1.0,0.3779527559055118,0.43287392593372326,0.31757900681158235,0.3761026221243823,0.682573195004706,0.5430183356840621,0.5290496669196391,0.5406494859368631,0.5091649694501018,0.5896043444530644,0.7214285714285714,0.7624097310403736,0.6599190283400811,1,1
62,BAH,Booz Allen Hamilton Holding Corp,0.5833333333333333,0.7500000000000001,0.75,0.5359131676304656,0.5743801652892562,1.0,0.4153543307086614,0.34479885998785786,0.7039824978515662,0.7507347404062417,0.7453712547075549,0.7052186177715092,0.8453073614975967,0.8275737125775624,0.8105906313645621,0.7812257564003103,0.8285714285714285,0.7448238259429121,0.5668016194331984,1,1
63,BALT,Baltic Trading Ltd ,0.4583333333333333,0.5625000000000001,0.5625000000000001,0.3886414462631054,0.5661157024793387,1.0,0.3602362204724409,0.7096255794182335,0.4230795114811392,0.8243051980091327,0.7453712547075549,0.06770098730606489,0.1611012732945442,0.1894560442049006,0.06109979633401219,0.17222653219550038,0.0714285714285714,0.14530815509565503,0.1376518218623482,1,0
64,BARE,BARE ESCENTUALS INC,0.7916666666666666,0.6250000000000001,0.625,0.7558463530770132,0.33471074380165283,1.0,0.562992125984252,0.7377814693655684,0.9568989112991049,0.8150174989320266,0.5904698054656792,0.590620592383639,0.6203410911543974,0.6228316499841479,0.5779022403258656,0.6171450737005431,0.6125,0.6706605863491094,0.5951417004048584,0,1
65,BAS,BASIC ENERGY SERVICES INC,0.7083333333333333,0.3125000000000001,0.375,0.5985523690418187,0.5898760330578512,1.0,0.5984251968503936,0.4873004647801416,0.5594071596804093,0.6994455404560384,0.630325681737487,0.5867418899858956,0.5061978244371363,0.5073146428733185,0.4521384928716904,0.5050426687354539,0.55,0.6132407932671791,0.40485829959514175,0,1
66,BBBB,BLACKBOARD INC,0.4583333333333333,0.5000000000000001,0.5000000000000001,0.5570713042569552,0.3925619834710743,1.0,0.09645669291338588,0.4544082118990615,0.4592033805085818,0.4032596362331403,0.4066381104266306,0.3610719322990127,0.4136099165190994,0.41736491688935184,0.34623217922606925,0.42901474010861135,0.24285714285714283,0.2716637397500029,0.25506072874493935,0,1
67,BBG,BILL BARRETT CORP,0.9166666666666666,1.0,0.9375000000000001,0.8087416680932832,0.9421487603305784,1.0,0.3602362204724409,0.5432685178069048,0.6342914461028432,0.7168677907072954,0.3772139442410115,0.6516220028208746,0.626275402647778,0.6253000588794783,0.5641547861507128,0.5965865011636928,0.35,0.7088181982002079,0.6153846153846154,0,1
68,BBND,"BigBand Networks, Inc. ",0.41666666666666663,0.3125000000000001,0.3125,0.4732739662191125,0.3016528925619834,1.0,0.5393700787401574,0.03568423834921508,0.7644620785842389,0.6336434792657242,0.5145374188540593,0.35966149506346967,0.4238974618433257,0.43163186738529824,0.395112016293279,0.4189294026377037,0.23571428571428565,0.5032147568642115,0.40080971659919035,0,1
69,BBRG,"Bravo Brio Restaurant Group, Inc. ",0.4583333333333333,0.5625000000000001,0.5625000000000001,0.4440423335838224,0.4173553719008264,1.0,0.5433070866141732,0.6455591094570488,0.3761286825233574,0.6065691047217766,0.6304744887234552,0.4724964739069112,0.4416476937347162,0.4457629421622356,0.40122199592668023,0.4313421256788208,0.5571428571428572,0.4941928039326252,0.3967611336032389,1,1
70,BBW,BUILD A BEAR WORKSHOP INC,0.7083333333333333,0.6875000000000001,0.6875000000000001,0.6973830878064332,0.27685950413223137,1.0,0.5984251968503936,0.48865918297632477,0.380746430698667,0.5003313920665493,0.5509825063869327,0.31593794076163617,0.3630154313179863,0.37075954526926036,0.29327902240325865,0.2839410395655547,0.3571428571428571,0.24710518814653654,0.2793522267206478,0,1
71,BCOV,BRIGHTCOVE INC,0.3333333333333333,0.3125000000000001,0.3125,0.3981069298354807,0.6900826446280991,1.0,0.3602362204724409,0.7417519171166724,0.47448430821215637,0.3761026221243823,0.3468048018196892,0.68688293370945,0.6753942153638586,0.684405996648399,0.6598778004073319,0.7323506594259116,0.34285714285714286,0.5971015184765044,0.6680161943319839,0,1
