,ticker,company_name,offer_price,price_range_higher_bound,price_range_lower_bound,first_day_trading_price,days,top_tier_dummy,positive_eps_dummy,prior_nasdaq_15day_returns,share_overhang,up_revision,sales,number_of_sentences,number_of_words,number_of_real_words,number_of_long_sentences,number_of_long_words,number_of_positive_words,number_of_negative_words,number_of_uncertain_words,pre_IPO_price_revision,post_IPO_initial_return
37,ARAY,ACCURAY INC CIK,0.625,0.6875,0.75,0.7925946760756879,0.31818181818181823,1.0,0.38188976377952755,0.5214430880255103,0.7878388345935741,0.8658810805345762,0.5586785862578308,0.4781382228490832,0.5155156421283414,0.5189999547080937,0.48472505091649704,0.4670287044220326,0.4714285714285715,0.5037837932536913,0.3117408906882591,0,1
38,ARBX,ARBINET Corp,0.6041666666666666,0.5625,0.5625,0.5854677549740809,0.6198347107438017,1.0,0.7834645669291338,0.6502389540258073,0.5345379161201609,0.5635483059579491,0.8703486104275032,0.2679830747531735,0.30403069398768867,0.31097422890529464,0.23625254582484728,0.26609775019394877,0.2571428571428572,0.3653717276195554,0.4008097165991903,0,1
39,ARCL,"Archipelago Learning, Inc.",0.5625,0.625,0.625,0.5225501507400225,0.28099173553719015,1.0,0.515748031496063,0.7758883688612598,0.546402333127638,0.5501698660482011,0.5003614543749914,0.5684062059238364,0.698499030272367,0.6755287830064768,0.5641547861507129,0.7199379363847944,0.5642857142857144,0.4988804821093058,0.5303643724696356,0,1
40,ARCO,Arcos Dorados Holdings Inc. ,0.5833333333333333,0.5,0.5,0.590200475520305,0.04132231404958678,1.0,0.6082677165354331,0.4492471759795868,0.7687607051428054,0.7638115800088974,0.8644567429766882,0.620592383638928,0.7094190066616073,0.6899769011277684,0.7331975560081466,0.7121799844840963,0.6071428571428572,0.737591983389053,0.4008097165991903,0,1
41,AREX,Approach Resources Inc,0.375,0.5625,0.5625,0.35050113570085334,0.4504132231404959,1.0,0.7204724409448818,0.2952504911200782,0.46956317151930005,0.6126205777598066,0.5437844009409586,0.2736248236953456,0.3113668943418501,0.3164545495719915,0.25458248472505096,0.28394103956555466,0.22142857142857147,0.4137282829143085,0.27530364372469635,1,1
42,ARII,"American Railcar Industries, Inc. ",0.75,0.6875,0.6875,0.6390590504971654,0.11570247933884298,1.0,0.5255905511811023,0.6027322809263108,0.4742882405476423,0.6453952471257247,0.8947541772736661,0.7404795486600846,0.7677291508558902,0.7791113727976811,0.7494908350305499,0.7168347556245152,0.8000000000000002,0.7301515217158223,0.9554655870445344,0,1
43,ARP,"ARC DOCUMENT SOLUTIONS, INC.",0.41666666666666663,0.5625,0.5625,0.38279511973604685,0.42148760330578516,1.0,0.8600204773164969,0.3800345947867184,0.721188042636963,0.7991621216361504,0.8644567429766882,0.5289139633286319,0.5034572898220762,0.5094433624711264,0.44602851323828924,0.5446082234290148,0.5714285714285715,0.7243030159137149,0.46963562753036436,1,1
44,ARST,ArcSight Inc ,0.25,0.25,0.25,0.24443207629564845,0.603305785123967,1.0,0.5059055118110236,0.4150635679038415,0.6133112381761654,0.578326695748208,0.5924703393881589,0.5853314527503526,0.7097563032296147,0.6583631505050047,0.5906313645621183,0.6679596586501164,0.4071428571428572,0.7758650764865138,0.680161943319838,1,0
45,ARTE,ARTES MEDICAL INC,0.125,0.4375,0.4375,0.21353007770003488,0.8760330578512397,1.0,0.22834645669291342,0.38988430468703406,0.40035625417816645,0.46225505763060903,0.8644567429766882,0.20874471086036672,0.32755712960620625,0.3323067167897097,0.21995926680244404,0.3995345228859581,0.27142857142857146,0.4632715037560251,0.32388663967611336,1,1
46,ARUN,"ARUBA NETWORKS, INC.",0.3333333333333333,0.1875,0.1875,0.39393096714475084,0.3801652892561984,1.0,0.4763779527559055,0.5968221970881817,0.9153934908529591,0.6260365230670892,0.5971155820720843,0.38787023977433005,0.500042162071001,0.5131572987907062,0.4276985743380856,0.47633824670287045,0.3642857142857143,0.4939331939389302,0.2874493927125506,0,1
47,ASPV,Aspreva Pharmaceuticals CORP,0.3333333333333333,0.5,0.5,0.41174835061062787,0.11983471074380167,1.0,0.3110236220472441,0.43707060369532513,0.6337458654946753,0.5930829000791398,0.8644567429766882,0.1283497884344147,0.19192174719622235,0.21287195978078718,0.06924643584521385,0.2273079906904577,0.21428571428571433,0.3653717276195554,0.20242914979757087,1,1
48,ATEC,"Alphatec Holdings, Inc. ",0.25,0.3125,0.375,0.25000000000000017,0.4380165289256198,1.0,0.36023622047244097,0.2798651626315812,0.6512610805411412,0.6746636789968457,0.5996623218083929,0.590620592383639,0.6203410911543976,0.6228316499841479,0.5779022403258657,0.6171450737005431,0.6125,0.7301515217158223,0.5951417004048584,1,0
49,ATHN,ATHENAHEALTH INC,0.625,0.5625,0.5625,0.9883074000457938,0.3305785123966942,1.0,0.4507874015748031,0.6366816861903648,0.6201504295691906,0.5519211828103587,0.6026676603570681,0.4527503526093089,0.47057087444135265,0.4730739616830472,0.42973523421588605,0.4895267649340574,0.29285714285714287,0.4526529612860446,0.4412955465587045,0,1
50,ATRC,"AtriCure, Inc.",0.375,0.4375,0.4375,0.3919822004857169,0.40082644628099173,1.0,0.35236220472440943,0.5167754862935975,0.3196655738254526,0.424352094474566,0.4436242535401449,0.16361071932299015,0.25731511931866097,0.2688527560125006,0.1690427698574338,0.31885182311869664,0.37142857142857144,0.32582257100985945,0.5465587044534413,1,1
51,AUXL,AUXILIUM PHARMACEUTICALS INC ,0.1875,0.125,0.1875,0.2004454392063392,0.3429752066115702,1.0,0.36023622047244097,0.04596326117130878,0.48427103807812033,0.5126852575494949,0.3641232297053161,0.22566995768688292,0.245088118728392,0.2616513429050229,0.16496945010183303,0.287044220325834,0.25000000000000006,0.21871753973284358,0.3117408906882591,1,0
52,AVAV,AeroVironment Inc ,0.5833333333333333,0.5625,0.5625,0.6662027150620661,0.4421487603305785,1.0,0.6299212598425197,0.4373042747919998,0.4456420416352791,0.5710655875353012,0.6811936926662215,0.2764456981664316,0.37713972510329713,0.36967253951718826,0.2830957230142567,0.295577967416602,0.42857142857142866,0.35899280046477,0.22267206477732793,0,1
53,AVEO,AVEO PHARMACEUTICALS INC,0.25,0.5,0.5,0.2502784028227062,0.31404958677685957,1.0,0.21456692913385828,0.7306919949874917,0.599480711815084,0.6639178262656822,0.45204837890242144,0.44710860366713684,0.608272198330382,0.6113048598215499,0.4928716904276987,0.6361520558572538,0.7142857142857143,0.563899311640411,0.659919028340081,1,0
54,AVGO,Broadcom Ltd ,0.5,0.5,0.5,0.4504454657562942,0.5898760330578513,1.0,0.5767716535433071,0.7906113591594605,0.7687607051428054,0.7638115800088974,0.8644567429766882,0.998589562764457,0.909857492200017,0.8841885954979846,0.7983706720977599,0.6171450737005431,0.9214285714285716,0.7301515217158223,0.5951417004048584,0,1
55,AVNC,"MiddleBrook Pharmaceuticals, Inc.",0.29166666666666663,0.4375,0.4375,0.278396450717125,0.27685950413223137,1.0,0.36023622047244097,0.9811228101634031,0.5155167129609408,0.538069181781792,0.8644567429766882,0.19040902679830746,0.26772915085589005,0.28130803025499346,0.17107942973523424,0.34988363072148954,0.2571428571428572,0.30479892605766357,0.23886639676113364,1,0
56,AVR,AVENTINE RENEWABLE ENERGY HOLDINGS INC,0.5833333333333333,0.625,0.625,0.5854677549740809,0.3305785123966942,1.0,0.6259842519685039,0.329066642267482,0.6548783353115462,0.6660323256858163,0.9640614804097919,0.4851904090267983,0.5372291086938191,0.5343539109561122,0.4725050916496946,0.3568657874321179,0.7357142857142858,0.4526529612860446,0.5222672064777328,0,1
57,AVRX,AVALON PHARMACEUTICALS INC,0.3125,0.3125,0.3125,0.26419822535856247,0.5743801652892563,0.0,0.1870078740157481,0.26594489994083303,0.22026338075271568,0.3290354216363488,0.2255452885480791,0.19464033850493656,0.24593136014841052,0.26178721862403187,0.15478615071283094,0.2769588828549263,0.45714285714285724,0.20120203424490102,0.18623481781376516,1,0
58,AWAY,HOMEAWAY INC,1.0,0.625,0.625,0.5854677549740809,0.41322314049586784,1.0,0.5492125984251969,0.5405749127839832,0.9371071507495898,0.07124739063928442,0.7062967711285605,0.913963328631876,0.6203410911543976,1.0,0.9979633401221997,0.9107835531419706,0.892857142857143,0.7789535499301423,0.5951417004048584,0,0
59,AWK,"American Water Works Company, Inc.",0.75,0.625,0.625,0.5734966990972586,0.9421487603305786,1.0,0.08661417322834647,0.44696314872651066,0.7687607051428054,0.7638115800088974,0.8644567429766882,0.9181946403385051,0.8969558984737331,0.9109561121427601,0.8716904276985744,0.9449185415050427,0.992857142857143,0.7301515217158223,0.8987854251012145,0,0
60,AYR,Aircastle LTD ,0.8333333333333333,1.0,1.0,0.7405345695275336,0.23553719008264465,1.0,0.5039370078740157,0.49943074255798986,0.7735746451677175,0.6672018294146376,0.5035370520745325,0.5853314527503526,0.5463782781010204,0.5547805607138004,0.5315682281059063,0.5546935608999225,0.46428571428571436,0.4988804821093058,0.6032388663967612,0,1
61,BAGL,EINSTEIN NOAH RESTAURANT GROUP INC,0.625,0.875,0.875,0.5075167296573189,0.20247933884297523,1.0,0.3779527559055118,0.43287392593372326,0.4014307324579205,0.4855067211622297,0.8266223257590856,0.5430183356840621,0.5290496669196392,0.5406494859368631,0.5091649694501018,0.5896043444530644,0.7214285714285715,0.8090546890482677,0.659919028340081,1,1
62,BAH,Booz Allen Hamilton Holding Corp,0.5833333333333333,0.75,0.75,0.5359131676304656,0.5743801652892563,1.0,0.4153543307086614,0.34479885998785786,0.7687607051428054,0.8163880026515538,0.8644567429766882,0.7052186177715092,0.8453073614975969,0.8275737125775624,0.8105906313645623,0.7812257564003103,0.8285714285714287,0.7941783461589997,0.5668016194331984,1,1
63,BALT,Baltic Trading Ltd ,0.45833333333333326,0.5625,0.5625,0.38864144626310543,0.5661157024793388,1.0,0.36023622047244097,0.7096255794182335,0.5114306714871795,0.8728982177919786,0.8644567429766882,0.06770098730606489,0.16110127329454427,0.1894560442049006,0.06109979633401223,0.17222653219550038,0.07142857142857144,0.1921837878315269,0.1376518218623482,1,0
64,BARE,BARE ESCENTUALS INC,0.7916666666666666,0.625,0.625,0.7558463530770133,0.3347107438016529,1.0,0.562992125984252,0.7377814693655684,0.9683307266045929,0.8658810805345762,0.7669516900634251,0.590620592383639,0.6203410911543976,0.6228316499841479,0.5779022403258657,0.6171450737005431,0.6125,0.7301515217158223,0.5951417004048584,0,1
65,BAS,BASIC ENERGY SERVICES INC,0.7083333333333333,0.3125,0.375,0.5985523690418187,0.5898760330578513,1.0,0.5984251968503936,0.4873004647801416,0.6419407091536007,0.7756599122162431,0.7934400466545025,0.5867418899858956,0.5061978244371365,0.5073146428733185,0.45213849287169044,0.5050426687354539,0.55,0.6790459397479649,0.40485829959514175,0,1
66,BBBB,BLACKBOARD INC,0.45833333333333326,0.5,0.5,0.5570713042569552,0.3925619834710744,1.0,0.09645669291338588,0.45440821189906155,0.5471855916223669,0.5126852575494949,0.6277168191958701,0.36107193229901274,0.4136099165190995,0.4173649168893519,0.34623217922606925,0.4290147401086113,0.2428571428571429,0.3393563177892369,0.2550607287449393,0,1
67,BBG,BILL BARRETT CORP,0.9166666666666665,1.0,0.9375,0.8087416680932833,0.9421487603305786,1.0,0.36023622047244097,0.5432685178069048,0.7089613248771247,0.7896246830363511,0.6020462913492773,0.6516220028208746,0.6262754026477781,0.6253000588794783,0.5641547861507129,0.5965865011636928,0.35000000000000003,0.7633606397652262,0.6153846153846154,0,1
68,BBND,"BigBand Networks, Inc. ",0.41666666666666663,0.3125,0.3125,0.4732739662191125,0.30165289256198347,1.0,0.5393700787401574,0.03568423834921508,0.8188312922781003,0.7216265231361696,0.7132280493815831,0.3596614950634697,0.42389746184332583,0.43163186738529824,0.39511201629327913,0.4189294026377036,0.23571428571428577,0.5769131136468011,0.4008097165991903,0,1
69,BBRG,"Bravo Brio Restaurant Group, Inc. ",0.45833333333333326,0.5625,0.5625,0.44404233358382245,0.4173553719008265,1.0,0.5433070866141732,0.6455591094570488,0.4635563804609433,0.6987620402393944,0.7935369552275328,0.47249647390691113,0.4416476937347163,0.4457629421622356,0.40122199592668034,0.4313421256788208,0.5571428571428572,0.5682700411795951,0.39676113360323884,1,1
70,BBW,BUILD A BEAR WORKSHOP INC,0.7083333333333333,0.6875,0.6875,0.6973830878064332,0.27685950413223137,1.0,0.5984251968503936,0.48865918297632477,0.4683386527846589,0.6049988222903471,0.7395861737926727,0.3159379407616361,0.36301543131798636,0.37075954526926036,0.2932790224032587,0.28394103956555466,0.35714285714285715,0.31190749519174354,0.2793522267206478,0,1
71,BCOV,BRIGHTCOVE INC,0.3333333333333333,0.3125,0.3125,0.3981069298354807,0.6900826446280992,1.0,0.36023622047244097,0.7417519171166724,0.5620438418773039,0.4855067211622297,0.5742198162501467,0.68688293370945,0.6753942153638587,0.684405996648399,0.6598778004073321,0.7323506594259116,0.34285714285714286,0.6644231423538876,0.6680161943319838,0,1
72,BDAY,"CELEBRATE EXPRESS, INC",0.5208333333333333,0.5,0.5,0.4649220939375636,0.3553719008264463,0.0,0.4409448818897638,0.5328736570256076,0.1690588008578069,0.36651561943298616,0.5192003176415861,0.23413258110014107,0.2826545239902184,0.29090991439829705,0.25661914460285135,0.21024049650892163,0.22142857142857147,0.2828262332560274,0.2874493927125506,0,1
73,BDE,"Bois d Arc Energy, Inc. ",0.41666666666666663,0.5,0.4375,0.35217151015716314,0.8429752066115703,0.0,0.6318897637795275,0.6216320897233404,0.8593217329239273,0.8031922457347971,0.6846991824214773,0.2849083215796897,0.352770048064761,0.36505276507088186,0.3014256619144603,0.3646237393328161,0.2428571428571429,0.6020947519636686,0.29149797570850206,1,0
74,BEAT,"CardioNet, Inc. ",0.625,0.8125,0.8125,0.4927617390092761,0.847107438016529,1.0,0.6259842519685039,0.18074956652483612,0.5193943035405777,0.45620634653940173,0.5979498211951847,0.4894217207334273,0.4449363352727887,0.4486163322614249,0.36048879837067216,0.44763382467028706,0.28571428571428575,0.6262385771842152,0.4858299595141701,1,0
